Data properties:

Recording date: 5/15/2009
Recording time: 12:27:23:000 (corresponds to time 0)
Study: PoPAnalyst-static-image
Subject: P01-arzu
Recording: Rec 01
Screen resolution: 1600 x 1200
Coordinate unit: Pixels


Filter settings:

Eye: Average
Validity: Normal
Fixation filter: ClearView fixation filter
Fixation radius: 50
Min duration: 100

Timestamp	StimuliName	AoiNames	GazePointX	GazePointY	FixationDuration	
904	statemap.jpg	WA	257	236	966	
920	statemap.jpg	WA	258	251	966	
937	statemap.jpg	WA	263	245	966	
954	statemap.jpg	WA	238	234	966	
970	statemap.jpg	WA	216	219	966	
987	statemap.jpg	WA	210	213	966	
1004	statemap.jpg	WA	224	218	966	
1020	statemap.jpg	WA	228	218	966	
1037	statemap.jpg	WA	218	227	966	
1054	statemap.jpg	WA	217	222	966	
1070	statemap.jpg	WA	218	229	966	
1087	statemap.jpg	WA	197	212	966	
1104	statemap.jpg	WA	203	213	966	
1120	statemap.jpg	WA	197	210	966	
1137	statemap.jpg	WA	197	212	966	
1154	statemap.jpg	WA	199	211	966	
1170	statemap.jpg	WA	205	199	966	
1187	statemap.jpg	WA	200	201	966	
1204	statemap.jpg	WA	208	201	966	
1220	statemap.jpg	WA	201	192	966	
1237	statemap.jpg	WA	199	214	966	
1254	statemap.jpg	WA	203	203	966	
1270	statemap.jpg	WA	201	202	966	
1287	statemap.jpg	WA	208	193	966	
1303	statemap.jpg	WA	202	216	966	
1320	statemap.jpg	WA	202	214	966	
1337	statemap.jpg	WA	195	213	966	
1353	statemap.jpg	WA	188	200	966	
1370	statemap.jpg	WA	200	210	966	
1387	statemap.jpg	WA	195	205	966	
1403	statemap.jpg	WA	195	206	966	
1420	statemap.jpg	WA	193	211	966	
1437	statemap.jpg	WA	198	215	966	
1453	statemap.jpg	WA	196	208	966	
1470	statemap.jpg	WA	191	213	966	
1487	statemap.jpg	WA	186	206	966	
1503	statemap.jpg	WA	202	216	966	
1520	statemap.jpg	WA	200	192	966	
1537	statemap.jpg	WA	196	202	966	
1553	statemap.jpg	WA	203	205	966	
1570	statemap.jpg	WA	213	197	966	
1587	statemap.jpg	WA	224	197	966	
1603	statemap.jpg	WA	215	202	966	
1620	statemap.jpg	WA	213	208	966	
1637	statemap.jpg	WA	219	195	966	
1653	statemap.jpg	WA	221	215	966	
1670	statemap.jpg	WA	218	212	966	
1687	statemap.jpg	WA	219	208	966	
1703	statemap.jpg	WA	225	203	966	
1720	statemap.jpg	WA	221	206	966	
1737	statemap.jpg	WA	229	203	966	
1753	statemap.jpg	WA	213	198	966	
1770	statemap.jpg	WA	208	215	966	
1787	statemap.jpg	WA	214	210	966	
1803	statemap.jpg	WA	217	208	966	
1820	statemap.jpg	Content	0	0		
1836	statemap.jpg	Content	0	0		
1853	statemap.jpg	Content	0	0		
1870	statemap.jpg	Content	0	0		
1886	statemap.jpg	Content	0	0		
1903	statemap.jpg	Content	0	0		
1920	statemap.jpg	Content	0	0		
1936	statemap.jpg	Content	0	0		
1953	statemap.jpg	Content	0	0		
1970	statemap.jpg	WA	193	214	866	
1986	statemap.jpg	WA	189	189	866	
2003	statemap.jpg	WA	216	227	866	
2020	statemap.jpg	WA	206	209	866	
2036	statemap.jpg	WA	213	230	866	
2053	statemap.jpg	WA	207	209	866	
2070	statemap.jpg	WA	209	228	866	
2086	statemap.jpg	WA	206	185	866	
2103	statemap.jpg	WA	209	182	866	
2120	statemap.jpg	WA	206	187	866	
2136	statemap.jpg	WA	200	174	866	
2153	statemap.jpg	WA	196	177	866	
2169	statemap.jpg	WA	210	192	866	
2186	statemap.jpg	WA	207	182	866	
2203	statemap.jpg	WA	195	196	866	
2219	statemap.jpg	WA	182	187	866	
2236	statemap.jpg	WA	191	171	866	
2253	statemap.jpg	WA	195	190	866	
2269	statemap.jpg	WA	188	190	866	
2286	statemap.jpg	WA	197	187	866	
2303	statemap.jpg	WA	191	197	866	
2319	statemap.jpg	WA	192	181	866	
2336	statemap.jpg	WA	181	185	866	
2353	statemap.jpg	WA	184	190	866	
2369	statemap.jpg	WA	191	192	866	
2386	statemap.jpg	WA	190	189	866	
2403	statemap.jpg	WA	190	198	866	
2419	statemap.jpg	WA	186	194	866	
2436	statemap.jpg	WA	187	198	866	
2453	statemap.jpg	WA	216	189	866	
2469	statemap.jpg	WA	212	196	866	
2486	statemap.jpg	WA	209	197	866	
2503	statemap.jpg	WA	215	195	866	
2519	statemap.jpg	WA	212	186	866	
2536	statemap.jpg	WA	226	202	866	
2553	statemap.jpg	WA	217	197	866	
2569	statemap.jpg	WA	208	202	866	
2586	statemap.jpg	WA	213	190	866	
2603	statemap.jpg	WA	209	183	866	
2619	statemap.jpg	WA	207	197	866	
2636	statemap.jpg	WA	210	196	866	
2653	statemap.jpg	WA	224	207	866	
2669	statemap.jpg	WA	217	189	866	
2686	statemap.jpg	WA	211	196	866	
2702	statemap.jpg	WA	211	202	866	
2719	statemap.jpg	WA	214	207	866	
2736	statemap.jpg	WA	211	212	866	
2752	statemap.jpg	WA	213	205	866	
2769	statemap.jpg	WA	214	208	866	
2786	statemap.jpg	WA	195	183	866	
2802	statemap.jpg	WA	183	180	866	
2819	statemap.jpg	WA	197	196	866	
2836	statemap.jpg	Content	0	0		
2852	statemap.jpg	Content	0	0		
2869	statemap.jpg	Content	0	0		
2886	statemap.jpg	WA	189	190	949	
2902	statemap.jpg	WA	189	197	949	
2919	statemap.jpg	WA	199	191	949	
2936	statemap.jpg	WA	200	196	949	
2952	statemap.jpg	WA	197	204	949	
2969	statemap.jpg	WA	192	197	949	
2986	statemap.jpg	WA	183	210	949	
3002	statemap.jpg	WA	188	195	949	
3019	statemap.jpg	WA	190	200	949	
3036	statemap.jpg	WA	188	193	949	
3052	statemap.jpg	WA	187	188	949	
3069	statemap.jpg	WA	189	194	949	
3086	statemap.jpg	WA	190	198	949	
3102	statemap.jpg	WA	186	203	949	
3119	statemap.jpg	WA	175	206	949	
3136	statemap.jpg	WA	191	192	949	
3152	statemap.jpg	WA	190	192	949	
3169	statemap.jpg	WA	183	200	949	
3186	statemap.jpg	WA	195	205	949	
3202	statemap.jpg	WA	190	202	949	
3219	statemap.jpg	WA	187	201	949	
3235	statemap.jpg	WA	196	203	949	
3252	statemap.jpg	WA	188	204	949	
3269	statemap.jpg	WA	191	194	949	
3285	statemap.jpg	WA	192	188	949	
3302	statemap.jpg	WA	188	199	949	
3319	statemap.jpg	WA	181	207	949	
3335	statemap.jpg	WA	190	197	949	
3352	statemap.jpg	WA	195	201	949	
3369	statemap.jpg	WA	193	203	949	
3385	statemap.jpg	WA	195	207	949	
3402	statemap.jpg	WA	189	209	949	
3419	statemap.jpg	WA	207	198	949	
3435	statemap.jpg	WA	188	200	949	
3452	statemap.jpg	WA	197	215	949	
3469	statemap.jpg	WA	195	211	949	
3485	statemap.jpg	WA	200	204	949	
3502	statemap.jpg	WA	194	202	949	
3519	statemap.jpg	WA	189	194	949	
3535	statemap.jpg	WA	196	212	949	
3552	statemap.jpg	WA	189	205	949	
3568	statemap.jpg	WA	188	215	949	
3585	statemap.jpg	WA	190	211	949	
3602	statemap.jpg	WA	187	198	949	
3618	statemap.jpg	WA	185	196	949	
3635	statemap.jpg	WA	190	210	949	
3652	statemap.jpg	WA	188	197	949	
3668	statemap.jpg	WA	193	184	949	
3685	statemap.jpg	WA	191	201	949	
3702	statemap.jpg	WA	195	202	949	
3718	statemap.jpg	WA	218	206	949	
3735	statemap.jpg	WA	225	203	949	
3752	statemap.jpg	WA	213	220	949	
3768	statemap.jpg	WA	224	223	949	
3785	statemap.jpg	WA	216	209	949	
3802	statemap.jpg	WA	221	215	949	
3818	statemap.jpg	WA	218	202	949	
3835	statemap.jpg	Content	0	0		
3852	statemap.jpg	Content	0	0		
3868	statemap.jpg	Content	0	0		
3885	statemap.jpg	WA	224	208	483	
3902	statemap.jpg	WA	209	209	483	
3918	statemap.jpg	WA	214	195	483	
3935	statemap.jpg	WA	219	212	483	
3952	statemap.jpg	WA	219	213	483	
3968	statemap.jpg	WA	219	207	483	
3985	statemap.jpg	WA	186	204	483	
4002	statemap.jpg	WA	207	220	483	
4018	statemap.jpg	WA	214	203	483	
4035	statemap.jpg	WA	197	208	483	
4052	statemap.jpg	WA	216	219	483	
4068	statemap.jpg	WA	204	213	483	
4085	statemap.jpg	WA	198	209	483	
4101	statemap.jpg	WA	190	201	483	
4118	statemap.jpg	WA	211	214	483	
4135	statemap.jpg	WA	195	197	483	
4151	statemap.jpg	WA	208	215	483	
4168	statemap.jpg	WA	211	205	483	
4185	statemap.jpg	WA	206	205	483	
4201	statemap.jpg	WA	222	202	483	
4218	statemap.jpg	WA	208	205	483	
4235	statemap.jpg	WA	205	214	483	
4251	statemap.jpg	WA	211	213	483	
4268	statemap.jpg	WA	205	218	483	
4285	statemap.jpg	WA	198	216	483	
4301	statemap.jpg	WA	205	210	483	
4318	statemap.jpg	WA	198	205	483	
4335	statemap.jpg	WA	204	218	483	
4351	statemap.jpg	WA	207	211	483	
4368	statemap.jpg	WA	256	227	383	
4385	statemap.jpg	WA	246	237	383	
4401	statemap.jpg	WA	264	220	383	
4418	statemap.jpg	WA	269	231	383	
4435	statemap.jpg	WA	262	228	383	
4451	statemap.jpg	WA	266	232	383	
4468	statemap.jpg	WA	252	233	383	
4485	statemap.jpg	WA	243	224	383	
4501	statemap.jpg	WA	251	231	383	
4518	statemap.jpg	WA	245	232	383	
4535	statemap.jpg	WA	252	231	383	
4551	statemap.jpg	WA	251	218	383	
4568	statemap.jpg	WA	263	233	383	
4585	statemap.jpg	WA	229	208	383	
4601	statemap.jpg	WA	229	211	383	
4618	statemap.jpg	WA	229	211	383	
4634	statemap.jpg	WA	216	205	383	
4651	statemap.jpg	WA	225	203	383	
4668	statemap.jpg	WA	218	213	383	
4684	statemap.jpg	WA	227	209	383	
4701	statemap.jpg	WA	227	205	383	
4718	statemap.jpg	WA	217	212	383	
4734	statemap.jpg	WA	219	224	383	
4751	statemap.jpg	Content	0	0		
4768	statemap.jpg	Content	0	0		
4784	statemap.jpg	Content	0	0		
4801	statemap.jpg	Content	0	0		
4818	statemap.jpg	Content	0	0		
4834	statemap.jpg	Content	0	0		
4851	statemap.jpg	Content	0	0		
4868	statemap.jpg	Content	0	0		
4884	statemap.jpg	Content	0	0		
4901	statemap.jpg	WA	206	196	966	
4918	statemap.jpg	WA	214	201	966	
4934	statemap.jpg	WA	205	206	966	
4951	statemap.jpg	WA	203	201	966	
4968	statemap.jpg	WA	204	197	966	
4984	statemap.jpg	WA	205	196	966	
5001	statemap.jpg	WA	210	185	966	
5018	statemap.jpg	WA	198	190	966	
5034	statemap.jpg	WA	208	207	966	
5051	statemap.jpg	WA	199	202	966	
5068	statemap.jpg	WA	197	190	966	
5084	statemap.jpg	WA	206	199	966	
5101	statemap.jpg	WA	189	193	966	
5118	statemap.jpg	WA	193	192	966	
5134	statemap.jpg	WA	188	208	966	
5151	statemap.jpg	WA	184	207	966	
5167	statemap.jpg	WA	190	191	966	
5184	statemap.jpg	WA	186	193	966	
5201	statemap.jpg	WA	185	199	966	
5217	statemap.jpg	WA	185	202	966	
5234	statemap.jpg	WA	186	195	966	
5251	statemap.jpg	WA	174	204	966	
5267	statemap.jpg	WA	194	195	966	
5284	statemap.jpg	WA	198	183	966	
5301	statemap.jpg	WA	185	194	966	
5317	statemap.jpg	WA	224	214	966	
5334	statemap.jpg	WA	224	199	966	
5351	statemap.jpg	WA	221	198	966	
5367	statemap.jpg	WA	230	213	966	
5384	statemap.jpg	WA	220	198	966	
5401	statemap.jpg	WA	226	202	966	
5417	statemap.jpg	WA	217	211	966	
5434	statemap.jpg	WA	225	214	966	
5451	statemap.jpg	WA	220	200	966	
5467	statemap.jpg	WA	223	209	966	
5484	statemap.jpg	WA	230	205	966	
5501	statemap.jpg	WA	227	212	966	
5517	statemap.jpg	WA	226	208	966	
5534	statemap.jpg	WA	215	204	966	
5551	statemap.jpg	WA	224	214	966	
5567	statemap.jpg	WA	225	209	966	
5584	statemap.jpg	WA	223	207	966	
5601	statemap.jpg	WA	215	212	966	
5617	statemap.jpg	WA	186	194	966	
5634	statemap.jpg	WA	196	194	966	
5651	statemap.jpg	WA	187	197	966	
5667	statemap.jpg	WA	188	200	966	
5684	statemap.jpg	WA	185	209	966	
5700	statemap.jpg	WA	187	188	966	
5717	statemap.jpg	WA	183	194	966	
5734	statemap.jpg	WA	184	195	966	
5750	statemap.jpg	WA	183	185	966	
5767	statemap.jpg	WA	181	191	966	
5784	statemap.jpg	WA	187	192	966	
5800	statemap.jpg	WA	188	193	966	
5817	statemap.jpg	WA	187	193	966	
5834	statemap.jpg	WA	171	193	966	
5850	statemap.jpg	WA	192	185	966	
5867	statemap.jpg	Content	0	0		
5884	statemap.jpg	Content	0	0		
5900	statemap.jpg	Content	0	0		
5917	statemap.jpg	WA	175	195	550	
5934	statemap.jpg	WA	184	194	550	
5950	statemap.jpg	WA	207	183	550	
5967	statemap.jpg	WA	206	190	550	
5984	statemap.jpg	WA	211	188	550	
6000	statemap.jpg	WA	207	196	550	
6017	statemap.jpg	WA	197	193	550	
6033	statemap.jpg	WA	199	191	550	
6050	statemap.jpg	WA	198	190	550	
6067	statemap.jpg	WA	201	194	550	
6083	statemap.jpg	WA	204	199	550	
6100	statemap.jpg	WA	198	182	550	
6117	statemap.jpg	WA	209	191	550	
6133	statemap.jpg	WA	209	184	550	
6150	statemap.jpg	WA	210	184	550	
6167	statemap.jpg	WA	212	198	550	
6183	statemap.jpg	WA	201	190	550	
6200	statemap.jpg	WA	206	202	550	
6217	statemap.jpg	WA	247	203	550	
6233	statemap.jpg	WA	237	200	550	
6250	statemap.jpg	WA	241	205	550	
6267	statemap.jpg	WA	241	210	550	
6283	statemap.jpg	WA	236	209	550	
6300	statemap.jpg	WA	238	211	550	
6317	statemap.jpg	WA	243	206	550	
6333	statemap.jpg	WA	245	214	550	
6350	statemap.jpg	WA	241	209	550	
6367	statemap.jpg	WA	242	204	550	
6383	statemap.jpg	WA	243	224	550	
6400	statemap.jpg	WA	241	208	550	
6417	statemap.jpg	WA	240	203	550	
6433	statemap.jpg	WA	243	197	550	
6450	statemap.jpg	WA	234	187	550	
6467	statemap.jpg	Content	287	316		
6483	statemap.jpg	ID	342	420	400	
6500	statemap.jpg	ID	347	437	400	
6517	statemap.jpg	ID	340	405	400	
6533	statemap.jpg	ID	346	448	400	
6550	statemap.jpg	ID	340	447	400	
6566	statemap.jpg	ID	348	453	400	
6583	statemap.jpg	ID	339	426	400	
6600	statemap.jpg	ID	344	434	400	
6616	statemap.jpg	ID	339	434	400	
6633	statemap.jpg	ID	347	426	400	
6650	statemap.jpg	ID	344	427	400	
6666	statemap.jpg	ID	333	432	400	
6683	statemap.jpg	ID	337	443	400	
6700	statemap.jpg	ID	332	445	400	
6716	statemap.jpg	ID	327	432	400	
6733	statemap.jpg	ID	326	430	400	
6750	statemap.jpg	ID	333	441	400	
6766	statemap.jpg	ID	322	440	400	
6783	statemap.jpg	ID	324	437	400	
6800	statemap.jpg	ID	329	434	400	
6816	statemap.jpg	ID	330	423	400	
6833	statemap.jpg	ID	330	445	400	
6850	statemap.jpg	ID	322	429	400	
6866	statemap.jpg	ID	329	431	400	
6883	statemap.jpg	Content	0	0		
6900	statemap.jpg	Content	0	0		
6916	statemap.jpg	Content	331	438		
6933	statemap.jpg	Content	379	394		
6950	statemap.jpg	MT	460	340	783	
6966	statemap.jpg	MT	454	330	783	
6983	statemap.jpg	MT	454	326	783	
7000	statemap.jpg	MT	455	328	783	
7016	statemap.jpg	MT	461	338	783	
7033	statemap.jpg	MT	453	328	783	
7050	statemap.jpg	MT	454	342	783	
7066	statemap.jpg	MT	457	336	783	
7083	statemap.jpg	MT	462	319	783	
7099	statemap.jpg	MT	450	317	783	
7116	statemap.jpg	MT	454	311	783	
7133	statemap.jpg	MT	456	321	783	
7149	statemap.jpg	MT	459	311	783	
7166	statemap.jpg	MT	458	332	783	
7183	statemap.jpg	MT	455	334	783	
7199	statemap.jpg	MT	457	333	783	
7216	statemap.jpg	MT	447	330	783	
7233	statemap.jpg	MT	457	307	783	
7249	statemap.jpg	MT	457	340	783	
7266	statemap.jpg	MT	453	328	783	
7283	statemap.jpg	MT	447	338	783	
7299	statemap.jpg	MT	457	315	783	
7316	statemap.jpg	MT	448	330	783	
7333	statemap.jpg	MT	450	335	783	
7349	statemap.jpg	MT	462	336	783	
7366	statemap.jpg	MT	458	328	783	
7383	statemap.jpg	MT	453	325	783	
7399	statemap.jpg	MT	462	327	783	
7416	statemap.jpg	MT	447	326	783	
7432	statemap.jpg	MT	459	345	783	
7449	statemap.jpg	MT	448	332	783	
7466	statemap.jpg	MT	448	340	783	
7482	statemap.jpg	MT	453	332	783	
7499	statemap.jpg	MT	449	338	783	
7516	statemap.jpg	MT	458	324	783	
7532	statemap.jpg	MT	444	323	783	
7549	statemap.jpg	MT	442	333	783	
7566	statemap.jpg	MT	464	329	783	
7582	statemap.jpg	MT	463	326	783	
7599	statemap.jpg	MT	470	330	783	
7616	statemap.jpg	MT	457	335	783	
7632	statemap.jpg	MT	467	346	783	
7649	statemap.jpg	MT	471	332	783	
7666	statemap.jpg	MT	461	324	783	
7682	statemap.jpg	MT	460	336	783	
7699	statemap.jpg	MT	467	335	783	
7716	statemap.jpg	MT	467	323	783	
7732	statemap.jpg	ND	630	326	150	
7749	statemap.jpg	ND	647	324	150	
7766	statemap.jpg	ND	660	313	150	
7782	statemap.jpg	ND	660	319	150	
7799	statemap.jpg	ND	661	309	150	
7816	statemap.jpg	ND	658	333	150	
7832	statemap.jpg	ND	662	311	150	
7849	statemap.jpg	ND	650	324	150	
7866	statemap.jpg	ND	651	329	150	
7882	statemap.jpg	Content	0	0		
7899	statemap.jpg	Content	0	0		
7916	statemap.jpg	Content	0	0		
7932	statemap.jpg	ND	653	329	583	
7949	statemap.jpg	ND	663	333	583	
7965	statemap.jpg	ND	657	338	583	
7982	statemap.jpg	ND	655	333	583	
7999	statemap.jpg	ND	650	340	583	
8015	statemap.jpg	ND	656	342	583	
8032	statemap.jpg	ND	644	336	583	
8049	statemap.jpg	ND	645	333	583	
8065	statemap.jpg	ND	657	340	583	
8082	statemap.jpg	ND	638	322	583	
8099	statemap.jpg	ND	645	334	583	
8115	statemap.jpg	ND	652	334	583	
8132	statemap.jpg	ND	658	332	583	
8149	statemap.jpg	ND	696	345	583	
8165	statemap.jpg	ND	697	340	583	
8182	statemap.jpg	ND	705	336	583	
8199	statemap.jpg	ND	691	347	583	
8215	statemap.jpg	ND	694	345	583	
8232	statemap.jpg	ND	694	339	583	
8249	statemap.jpg	ND	699	341	583	
8265	statemap.jpg	ND	696	343	583	
8282	statemap.jpg	ND	687	343	583	
8299	statemap.jpg	ND	683	343	583	
8315	statemap.jpg	ND	696	334	583	
8332	statemap.jpg	ND	689	348	583	
8349	statemap.jpg	ND	697	343	583	
8365	statemap.jpg	ND	686	347	583	
8382	statemap.jpg	ND	683	329	583	
8399	statemap.jpg	ND	696	343	583	
8415	statemap.jpg	ND	691	336	583	
8432	statemap.jpg	ND	694	345	583	
8449	statemap.jpg	ND	688	335	583	
8465	statemap.jpg	ND	683	333	583	
8482	statemap.jpg	ND	698	346	583	
8498	statemap.jpg	ND	688	345	583	
8515	statemap.jpg	Content	744	345		
8532	statemap.jpg	MN	800	373	366	
8548	statemap.jpg	MN	813	372	366	
8565	statemap.jpg	MN	809	367	366	
8582	statemap.jpg	MN	806	371	366	
8598	statemap.jpg	MN	803	381	366	
8615	statemap.jpg	MN	812	382	366	
8632	statemap.jpg	MN	809	375	366	
8648	statemap.jpg	MN	804	368	366	
8665	statemap.jpg	MN	802	368	366	
8682	statemap.jpg	MN	810	369	366	
8698	statemap.jpg	MN	803	381	366	
8715	statemap.jpg	MN	803	371	366	
8732	statemap.jpg	MN	808	385	366	
8748	statemap.jpg	MN	795	353	366	
8765	statemap.jpg	MN	799	374	366	
8782	statemap.jpg	MN	807	370	366	
8798	statemap.jpg	MN	810	366	366	
8815	statemap.jpg	MN	796	381	366	
8832	statemap.jpg	MN	794	388	366	
8848	statemap.jpg	MN	794	385	366	
8865	statemap.jpg	MN	814	362	366	
8882	statemap.jpg	MN	800	367	366	
8898	statemap.jpg	Content	0	0		
8915	statemap.jpg	Content	0	0		
8931	statemap.jpg	Content	0	0		
8948	statemap.jpg	MN	822	378	117	
8965	statemap.jpg	MN	820	382	117	
8982	statemap.jpg	MN	825	386	117	
8998	statemap.jpg	MN	825	372	117	
9015	statemap.jpg	MN	821	378	117	
9031	statemap.jpg	MN	828	383	117	
9048	statemap.jpg	MN	828	377	117	
9065	statemap.jpg	Content	837	523		
9081	statemap.jpg	Content	0	0		
9098	statemap.jpg	Content	0	0		
9115	statemap.jpg	Content	0	0		
9131	statemap.jpg	Content	0	0		
9148	statemap.jpg	Content	0	0		
9165	statemap.jpg	Content	0	0		
9181	statemap.jpg	Content	0	0		
9198	statemap.jpg	Content	0	0		
9215	statemap.jpg	MN	823	340	700	
9231	statemap.jpg	MN	825	379	700	
9248	statemap.jpg	MN	826	352	700	
9265	statemap.jpg	MN	824	358	700	
9281	statemap.jpg	MN	812	362	700	
9298	statemap.jpg	MN	819	364	700	
9315	statemap.jpg	MN	813	364	700	
9331	statemap.jpg	MN	781	355	700	
9348	statemap.jpg	MN	791	377	700	
9364	statemap.jpg	MN	792	368	700	
9381	statemap.jpg	MN	796	330	700	
9398	statemap.jpg	MN	791	354	700	
9414	statemap.jpg	MN	806	377	700	
9431	statemap.jpg	MN	814	375	700	
9448	statemap.jpg	MN	799	372	700	
9464	statemap.jpg	MN	799	371	700	
9481	statemap.jpg	MN	791	370	700	
9498	statemap.jpg	MN	784	374	700	
9514	statemap.jpg	MN	780	374	700	
9531	statemap.jpg	MN	796	369	700	
9548	statemap.jpg	MN	793	368	700	
9564	statemap.jpg	MN	790	376	700	
9581	statemap.jpg	MN	792	369	700	
9598	statemap.jpg	MN	798	374	700	
9614	statemap.jpg	MN	797	382	700	
9631	statemap.jpg	MN	795	382	700	
9648	statemap.jpg	MN	783	388	700	
9664	statemap.jpg	MN	788	366	700	
9681	statemap.jpg	MN	786	376	700	
9698	statemap.jpg	MN	785	373	700	
9714	statemap.jpg	MN	792	370	700	
9731	statemap.jpg	MN	795	385	700	
9748	statemap.jpg	MN	785	364	700	
9764	statemap.jpg	MN	796	366	700	
9781	statemap.jpg	MN	790	369	700	
9798	statemap.jpg	MN	793	366	700	
9814	statemap.jpg	MN	787	376	700	
9831	statemap.jpg	MN	789	357	700	
9848	statemap.jpg	MN	784	364	700	
9864	statemap.jpg	MN	793	358	700	
9881	statemap.jpg	MN	792	366	700	
9897	statemap.jpg	MN	797	365	700	
9914	statemap.jpg	Content	0	0		
9931	statemap.jpg	Content	0	0		
9947	statemap.jpg	Content	0	0		
9964	statemap.jpg	MN	794	374	949	
9981	statemap.jpg	MN	797	375	949	
9997	statemap.jpg	MN	796	365	949	
10014	statemap.jpg	MN	791	373	949	
10031	statemap.jpg	MN	798	374	949	
10047	statemap.jpg	MN	793	376	949	
10064	statemap.jpg	MN	789	359	949	
10081	statemap.jpg	MN	797	370	949	
10097	statemap.jpg	MN	825	359	949	
10114	statemap.jpg	MN	835	365	949	
10131	statemap.jpg	MN	828	366	949	
10147	statemap.jpg	MN	831	371	949	
10164	statemap.jpg	MN	823	368	949	
10181	statemap.jpg	MN	832	368	949	
10197	statemap.jpg	MN	829	376	949	
10214	statemap.jpg	MN	824	387	949	
10231	statemap.jpg	MN	820	374	949	
10247	statemap.jpg	MN	824	370	949	
10264	statemap.jpg	MN	830	375	949	
10281	statemap.jpg	MN	830	372	949	
10297	statemap.jpg	MN	824	362	949	
10314	statemap.jpg	MN	817	376	949	
10331	statemap.jpg	MN	825	385	949	
10347	statemap.jpg	MN	819	371	949	
10364	statemap.jpg	MN	817	384	949	
10381	statemap.jpg	MN	814	382	949	
10397	statemap.jpg	MN	822	375	949	
10414	statemap.jpg	MN	828	371	949	
10430	statemap.jpg	MN	818	384	949	
10447	statemap.jpg	MN	821	377	949	
10464	statemap.jpg	MN	825	374	949	
10480	statemap.jpg	MN	823	375	949	
10497	statemap.jpg	MN	823	380	949	
10514	statemap.jpg	MN	843	377	949	
10530	statemap.jpg	MN	858	369	949	
10547	statemap.jpg	MN	854	370	949	
10564	statemap.jpg	MN	852	377	949	
10580	statemap.jpg	MN	852	379	949	
10597	statemap.jpg	MN	850	371	949	
10614	statemap.jpg	MN	849	373	949	
10630	statemap.jpg	MN	850	368	949	
10647	statemap.jpg	MN	853	374	949	
10664	statemap.jpg	MN	847	376	949	
10680	statemap.jpg	MN	845	367	949	
10697	statemap.jpg	MN	849	367	949	
10714	statemap.jpg	MN	849	370	949	
10730	statemap.jpg	MN	847	370	949	
10747	statemap.jpg	MN	845	366	949	
10763	statemap.jpg	MN	836	384	949	
10780	statemap.jpg	MN	840	371	949	
10797	statemap.jpg	MN	850	362	949	
10813	statemap.jpg	MN	840	375	949	
10830	statemap.jpg	MN	840	381	949	
10847	statemap.jpg	MN	845	369	949	
10863	statemap.jpg	MN	842	377	949	
10880	statemap.jpg	MN	851	366	949	
10897	statemap.jpg	MN	837	366	949	
10913	statemap.jpg	Content	0	0		
10930	statemap.jpg	Content	0	0		
